Job_Title,Company,Location,Salary_Raw,Link,JD & Requirements,Job_Domain,Min_years_of_exp,Language_Requirement,Skills
Kỹ Sư Triển Khai,UDATA,Hà Nội,10.000.000 VND to 15.000.000 VND,https://topdev.vn/detail-jobs/ky-su-trien-khai-thu-nhap-tu-10-15-trieu-cong-ty-co-phan-udata-2096365?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Triển khai dự án:

Kết nối các thiết bị công nghiệp: sensor, biến tần, bộ điều khiển PLC/HMI thông qua các chuẩn truyền thông Modbus, OPC UA,… sử dụng gateway công nghiệp/Raspberry Pi.
Chỉ huy thi công, đấu nối hệ thống điện điều khiển, debug và tích hợp hệ thống tự động hóa.
Kết nối dữ liệu từ gateway lên phần mềm Udata; cấu hình dashboard, tạo biểu đồ, cảnh báo, báo cáo theo yêu cầu khách hàng.
Đào tạo khách hàng sử dụng phần mềm sau triển khai.
Tham gia triển khai các dự án IoT trong lĩnh vực năng lượng mặt trời và các hệ thống giám sát.
Kết nối truyền thông biến tần Solar các hãng thông dụng.
Viết báo cáo tiến độ, hoàn thành dự án đúng kế hoạch.
 

Hỗ trợ bán hàng:

Giới thiệu, demo sản phẩm phần mềm của công ty cho khách hàng.
Hỗ trợ phòng Kinh doanh xây dựng báo giá phần cứng và dịch vụ thi công, lắp đặt.
2
Your skills & qualifications
Tốt nghiệp Đại học chuyên ngành Điện – Điện tử, Tự động hóa (ưu tiên: Bách Khoa HN/HCM, Công Nghiệp, Công Nghệ Quốc Gia HN, Sư phạm Kỹ thuật HCM…).
Có 1-2 năm kinh nghiệm triển khai hệ thống tự động hóa/solar.
Thành thạo các chuẩn truyền thông công nghiệp: Modbus RTU/TCP, OPC UA…
Có hiểu biết về lập trình các dòng PLC Mitsubishi, Siemens.
Thành thạo đọc và vẽ bản vẽ điện động lực/điện điều khiển.
Hiểu biết hệ thống mạng thông tin (LAN, WAN).
Thành thạo công cụ văn phòng (Word, Excel, đặc biệt là PowerPoint).
Ưu tiên ứng viên trao đổi được bằng tiếng Anh; có khả năng đọc hiểu tài liệu kỹ thuật.
Có khả năng trình bày, thuyết trình trước khách hàng.
Kỹ năng làm việc nhóm, giải quyết vấn đề tốt.
Sẵn sàng đi công tác ngắn ngày (5–7 ngày) khi cần thiết.",Infrastructure,1.0,English,"Embedded / IoT, Networking, Data Visualization"
"Lập trình viên phát triển ứng dụng Web (Integration, Data & Microservices)",CÔNG TY CỔ PHẦN GIẢI PHÁP GIÁO DỤC - Y TẾ NAM VIỆT,"Quận Thanh Xuân, Hà Nội",15.000.000 VND to 30.000.000 VND,https://topdev.vn/detail-jobs/lap-trinh-vien-phat-trien-ung-dung-web-integration-data-microservices-cong-ty-co-phan-giai-phap-giao-duc-y-te-nam-viet-2096333?src=home&medium=superhotjobs,"Your role & responsibilities
Thiết kế API chuẩn REST, xử lý authentication (JWT, OAuth2, SSO), xây dựng hệ thống backend phục vụ web/app.
Tham gia vào các dự án phát triển sản phẩm của công ty, chỉnh sửa theo yêu cầu đặc thù của khách hàng.
Lập trình, triển khai, kiểm thử, bảo trì và khắc phục sự cố các ứng dụng web sử dụng .NET Core, ASP.NET, ReactJS và các công nghệ liên quan.
Xây dựng và tối ưu giao diện web bằng ReactJS, biết áp dụng các thư viện như Redux, React Router, TailwindCSS, Ant Design hoặc Material-UI, đảm bảo hiệu suất và trải nghiệm người dùng tốt.
Tích hợp API từ hệ thống backend, xử lý dữ liệu bất đồng bộ, tối ưu render và quản lý state.
Thiết kế giao diện responsive, tương thích đa thiết bị.
Tuân thủ tiêu chuẩn chất lượng mã hóa đã được thiết lập của công ty.
Phối hợp chặt chẽ với nhóm QA để đảm bảo chất lượng dự án.
Báo cáo cho Trưởng nhóm.
Hỗ trợ Trưởng nhóm rà soát kết quả công việc của các thành viên cấp thấp.
Tham gia các hoạt động R&D, đào tạo và chia sẻ kiến thức.
Thực hiện theo các quy trình, chính sách và quy định của dự án và tổ chức.
Đảm bảo các nhiệm vụ được giao được thực hiện đúng thời gian và chất lượng cao.
2
Your skills & qualifications
Tốt nghiệp Đại học chuyên ngành: CNTT, Khoa học máy tính, Hệ thống thông tin hoặc tương đương.
Nắm vững nền tảng lập trình hướng đối tượng (OOP), cấu trúc dữ liệu và giải thuật.
Có kiến thức về kiến trúc hệ thống phân tán.
Có kinh nghiệm lập trình Website (Core Skill), thành thạo C# (.NET Core / .NET 6/7/8), SQL Server, thành thạo phát triển Web API (RESTful API, gRPC), cơ bản về ReactJs.
Hiểu rõ kiến trúc Microservice, tách service theo domain nghiệp vụ, sử dụng các công nghệ API Gateway (Ocelot, Nginx), Message Queue (RabbitMQ, Kafka), Service Communication (REST, gRPC).
Hiểu mô hình tích hợp hệ thống (ESB, API Gateway, Middleware); có  kinh nghiệm kết nối WebService (SOAP, REST), hệ thống bên thứ 3, hệ thống liên thông dữ liệu; xử lý mapping dữ liệu, chuẩn hóa dữ liệu.
Có kỹ năng về Cơ sở dữ liệu & Kho dữ liệu bao gồm: thành thạo SQL Server/PostgreSQL/MySQL, thiết kế Database chuẩn hóa (3NF), viết Stored Procedure, tối ưu query. Ưu tiên cao có kinh nghiệm Data Warehouse, ETL (SSIS, Talend, Airflow), xử lý dữ liệu lớn (Big Data là lợi thế).
Có kinh nghiệm cơ bản CI/CD (GitLab CI, Azure DevOps); sử dụng Docker, Docker Compose; hiểu Kubernetes (là lợi thế lớn); triển khai hệ thống trên Linux Server, Window Server, Cloud (AWS, Azure, Viettel Cloud, VNPT Cloud).
Đã tham gia phát triển một trong các hệ thống như: Hệ thống quản lý nghiệp vụ lớn (ERP, LMS, eGov, EDU), Nền tảng tích hợp dữ liệu, Hệ thống API Gateway, Hệ thống xử lý dữ liệu tập trung (Data Hub).
Tư duy thiết kế kiến trúc tổng thể hệ thống, khả năng phân tích nghiệp vụ phức tạp, hiểu luồng dữ liệu liên thông giữa các hệ thống, khả năng viết tài liệu kỹ thuật (SRS, API Spec, Technical Design.
Làm việc kỷ luật, đúng quy trình, có trách nhiệm với sản phẩm phần mềm, chủ động nghiên cứu công nghệ mới.
Tinh thần bảo mật dữ liệu và tuân thủ quy định hệ thống.
Ưu tiên có kinh nghiệm SSO, OAuth2, Keycloak và hiểu về bảo mật hệ thống (OWASP, Security).
Tốt nghiệp Đại học chuyên ngành: CNTT, Khoa học máy tính, Hệ thống thông tin hoặc tương đương.
Nắm vững nền tảng lập trình hướng đối tượng (OOP), cấu trúc dữ liệu và giải thuật.
Có kiến thức về kiến trúc hệ thống phân tán.
Có kinh nghiệm lập trình Website (Core Skill), thành thạo C# (.NET Core / .NET 6/7/8), SQL Server, thành thạo phát triển Web API (RESTful API, gRPC), cơ bản về ReactJs.
Hiểu rõ kiến trúc Microservice, tách service theo domain nghiệp vụ, sử dụng các công nghệ API Gateway (Ocelot, Nginx), Message Queue (RabbitMQ, Kafka), Service Communication (REST, gRPC).
Hiểu mô hình tích hợp hệ thống (ESB, API Gateway, Middleware); có  kinh nghiệm kết nối WebService (SOAP, REST), hệ thống bên thứ 3, hệ thống liên thông dữ liệu; xử lý mapping dữ liệu, chuẩn hóa dữ liệu.
Có kỹ năng về Cơ sở dữ liệu & Kho dữ liệu bao gồm: thành thạo SQL Server/PostgreSQL/MySQL, thiết kế Database chuẩn hóa (3NF), viết Stored Procedure, tối ưu query. Ưu tiên cao có kinh nghiệm Data Warehouse, ETL (SSIS, Talend, Airflow), xử lý dữ liệu lớn (Big Data là lợi thế).
Có kinh nghiệm cơ bản CI/CD (GitLab CI, Azure DevOps); sử dụng Docker, Docker Compose; hiểu Kubernetes (là lợi thế lớn); triển khai hệ thống trên Linux Server, Window Server, Cloud (AWS, Azure, Viettel Cloud, VNPT Cloud).
Đã tham gia phát triển một trong các hệ thống như: Hệ thống quản lý nghiệp vụ lớn (ERP, LMS, eGov, EDU), Nền tảng tích hợp dữ liệu, Hệ thống API Gateway, Hệ thống xử lý dữ liệu tập trung (Data Hub).
Tư duy thiết kế kiến trúc tổng thể hệ thống, khả năng phân tích nghiệp vụ phức tạp, hiểu luồng dữ liệu liên thông giữa các hệ thống, khả năng viết tài liệu kỹ thuật (SRS, API Spec, Technical Design.
Làm việc kỷ luật, đúng quy trình, có trách nhiệm với sản phẩm phần mềm, chủ động nghiên cứu công nghệ mới.
Tinh thần bảo mật dữ liệu và tuân thủ quy định hệ thống.
Ưu tiên có kinh nghiệm SSO, OAuth2, Keycloak và hiểu về bảo mật hệ thống (OWASP, Security).",Software Development,2.0,None,"API, AWS, Azure, Big Data, Business Analysis, C#, CI/CD, Data Warehousing, Docker, Git, gRPC, Kubernetes, Linux, Microservices, MySQL / PostgreSQL, ReactJS, Security, SQL, System Design, .NET Ecosystem"
Mid-level UI/UX Designer,EMCT,"Quận 4, Hồ Chí Minh",Up to 1.000 USD,https://topdev.vn/detail-jobs/mid-level-ui-ux-designer-cong-ty-tnhh-emct-2102216?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Design end-to-end UI/UX for mobile applications (iOS & Android), web services, SaaS platform, ERP system, corporate website, and product introduction pages.
Create wireframes, user flows, prototypes, and high-fidelity mockups to effectively communicate design concepts to stakeholders and developers.
Build and maintain a comprehensive design system in Figma, including style guides, component libraries, and interaction patterns for handoff to the development team.
Collaborate with front-end developers to ensure accurate and pixel-perfect implementation of designs.
Conduct user research, usability testing, and incorporate feedback to continuously improve the user experience.
Work with product managers and cross-functional teams to define user requirements and translate them into clear design solutions.
Stay updated with the latest UI/UX trends, tools, and best practices relevant to SaaS and enterprise software design.
Manage design tasks across multiple concurrent projects, maintaining high-quality output within deadlines.
2
Your skills & qualifications
4 to 7 years of professional experience in UI/UX design, ideally for digital products (web and mobile).
Bachelor's degree or higher in UI/UX Design, Visual Design, Graphic Design, Interaction Design, Animation, Fine Arts, Industrial Design or a related field is required.
A strong portfolio demonstrating experience across web, mobile, Windows application and/or enterprise product design.
Proficiency in Figma, including component creation, auto-layout, prototyping, and developer handoff.
Experience designing and maintaining design systems (style guides, tokens, component libraries).
Basic understanding of HTML5, CSS3, responsive design principles, and mobile app design (iOS and Android guidelines) to communicate effectively with developers.
Basic English proficiency is required for reading documentation and communicating with the team.
 

Bonus: 

Fluent English skills (spoken and written) are a plus.
Experience designing for SaaS, ERP, or B2B enterprise platforms.
Skills in motion design, illustration, or graphic design.
Hand-drawing and sketching skills for ideation and concept visualization are a plus.",Design & UX,4.0,English,"Design, Frontend Basics"
NodeJS Developer,Laidon Group,"Quận Tân Bình, Hồ Chí Minh",Negotiable,https://topdev.vn/detail-jobs/middle-senior-nodejs-developer-laidon-group-2095258?src=topdev_home&medium=superhotjobs,"RESPONSIBILITIES
Develop and maintain web applications using SAP CAP on SAP BTP Platform.
Work with a team of developers to deliver high-quality software on time.
Troubleshoot and resolve application issues.
Work with other teams to ensure that applications meet business requirements.
Stay up-to-date on the latest technologies and trends
REQUIREMENTS
Bachelor's degree in computer science or a related field
3+ years of experience in web development
Strong understanding of JavaScript, TypeScript, and Node.JS
Experience with SAP CAP (Or other Node.JS Framework like Nest.JS)
Experience working on SAP BTP Platforms or other Cloud Platform like AWS, GCP, Microsoft Azure,…
Excellent problem-solving and analytical skills
Strong communication and teamwork skills",Software Development,3.0,None,"JavaScript, TypeScript, NodeJS, SAP, AWS, GCP, Azure"
ML Engineer,NEXLAB IT SOLUTION,Hồ Chí Minh,Negotiable,https://topdev.vn/detail-jobs/ml-engineer-cong-ty-tnhh-nexlab-it-solutions-2097470?src=topdev_home&medium=superhotjobs,"RESPONSIBILITIES
Build and deploy alert prioritization models that score incoming security alerts by severity, exploitability, and business impact — reducing noise so analysts focus on what matters
Develop alert clustering and grouping systems that identify similar patterns across thousands of alerts and surface them as coherent incidents rather than disconnected noise
Train and maintain true positive / false positive classifiers that learn from analyst feedback to automatically distinguish real threats from benign activity
Design anomaly detection models over normalized log data to identify deviations from baseline behavior for users, assets, and network activity
Build the feedback loop infrastructure where analyst corrections (e.g., marking an alert as false positive) flow back into model retraining and continuously improve accuracy
Develop embedding and similarity systems for matching new alerts against known attack patterns, past incidents, and threat intelligence
Create feature engineering pipelines that transform raw security logs, MITRE ATT&CK mappings, and contextual metadata into ML-ready features
Build evaluation and monitoring infrastructure — tracking model drift, precision/recall over time, and alerting when model performance degrades
Support attack path analysis on the offensive platform by building models that score and rank vulnerability chains by exploitability and impact
REQUIREMENTS
5+ years of applied ML engineering experience — building, deploying, and maintaining models in production (not just notebooks)
Strong proficiency in Python and ML libraries: scikit-learn, XGBoost, PyTorch or TensorFlow
Hands-on experience with classification, clustering, and anomaly detection on structured/tabular data
Experience building feature engineering and data pipelines at scale (Spark, Airflow, or similar)
Solid understanding of evaluation methodology — precision/recall tradeoffs, class imbalance handling, A/B testing, and monitoring for drift
Experience with embedding models and similarity search (vector databases, nearestneighbor retrieval)
Ability to work with messy, high-volume,real-world data — inconsistent schemas, missing fields, adversarial noise
Strong software engineering fundamentals — you write production code, not just experiments
Strong Plus: Background in cybersecurity, fraud detection, or abuse/trust & safety — any domain where you've built classifiers on adversarial data
Strong Plus: Experience with SIEM data, log analytics, or network telemetry (Wazuh, OpenSearch, Elastic, Splunk)
Strong Plus: Familiarity with MITRE ATT&CK framework or security detection engineering
Strong Plus: Experience building human-in-the-loop ML systems where user feedback drives model improvement
Strong Plus: Knowledge of graph-based ML (Graph Neural Networks, Neo4j GDS) for modeling relationships between entities, attack paths, or alert correlations
Strong Plus: Experience with time-series anomaly detection (user behavior analytics, baseline deviation)
Strong Plus: Familiarity with LLM integration — using embeddings from language models for text-based security data (log messages, alert descriptions)
You think in terms of systems, not models — a model is only useful if it's deployed, monitored, and improving
You're comfortable working at the intersection of ML and domain expertise, translating security problems into ML formulations
You care about precision in high-stakes environments — a false negative in security can mean a missed breach
You're pragmatic — you'll use a simple logistic regression if it solves the problem, and reach for deep learning only when it's justified",Data & AI,5.0,English,"Python, Machine Learning, Deep Learning, Monitoring, Vector Database, Data Engineering"
Project Coordinator/ IT Comtor,DaouKiwoom Innovation,"Quận Bình Thạnh, Hồ Chí Minh",20.000.000 VND to 30.000.000 VND,https://topdev.vn/detail-jobs/project-coordinator-it-comtor-biet-tieng-han-daoukiwoom-innovation-2099298?src=topdev_home&medium=superhotjobs,"RESPONSIBILITIES
Multilingual Communication: Facilitate seamless communication through high-level interpretation and document translation (Korean/English).
System Design & QA: Participate in the design phase of software projects and execute rigorous testing to ensure functional requirements are met.
Domain Analysis: Apply practical knowledge of stock or cryptocurrency trading to refine service logic and user experience.
Documentation: Translate complex business requirements into clear functional specifications and technical manuals.
REQUIREMENTS
Bachelor’s degree
TOPIK Level 5+ or equivalent preferred (excellent speaking Skills)
Able to use English for writing and speaking.
2+ years of experience in BA, Tester, Project Coordinator, or similar role
Experience working with developers
Experience with project management tools.
Ability to multi-task, prioritize work, and communicate effectively with diverse teams
Strong problem-solving, analytical, and documentation skills
Preference: Direct experience in Stock or Cryptocurrency trading.
Preference: Proven track record in System Design and Testing (QA).
Preference: Professional experience in Translation and Interpretation.",Management & Analysis,2.0,Korean,"Business Analysis, System Design, Manual Test"
Project Manager (Logistics – Port Operations / TOS),SEATOS,Hồ Chí Minh,Negotiable,https://topdev.vn/detail-jobs/project-manager-logistics-port-operations-tos-cong-ty-tnhh-phan-mem-seatos-2096226?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Quản lý và điều phối toàn bộ vòng đời dự án (planning → delivery → release).
Làm việc với stakeholders (business, operation, khách hàng) để xác định scope và mục tiêu dự án.
Phối hợp với BA và Product để:
 Làm rõ yêu cầu nghiệp vụ
Xác định domain và phạm vi hệ thống
Lập kế hoạch dự án:
Timeline
Resource allocation
Milestones
Theo dõi tiến độ và đảm bảo deliver:
Đúng scope
Đúng timeline
Đúng chất lượng
Quản lý rủi ro, issue và dependencies giữa các team.
Điều phối cross-team:
Dev
QA
DevOps
Hỗ trợ team trong quá trình delivery, loại bỏ blockers.
Báo cáo tiến độ và tình trạng dự án cho stakeholders.
Làm việc với domain logistics cảng biển (TOS):
Vessel operations
Yard operations
Gate & container flow
2
Your skills & qualifications
5+ năm kinh nghiệm Project Manager / Delivery Manager trong môi trường phần mềm.
 

Required

Kinh nghiệm quản lý dự án theo Agile (Scrum/Kanban)
Kỹ năng:
Planning & execution
Stakeholder management
Risk management
Có khả năng điều phối team kỹ thuật và đảm bảo delivery end-to-end.
 

Domain knowledge

Có kinh nghiệm hoặc hiểu biết về:
Logistics / Supply Chain / Port operations
Terminal Operating System (TOS) là lợi thế lớn
 

Technical awareness

Hiểu:
Microservices architecture
RESTful API
Có khả năng làm việc hiệu quả với team kỹ thuật (Dev, BA, DevOps)",Management & Analysis,5.0,None,"Scrum / Agile, Microservices, API"
QA Automation Engineer,DTN E-COMMERCE SOFTWARE COMPANY LIMITED,"Quận Nam Từ Liêm, Hà Nội",Up to 38.000.000 VND,https://topdev.vn/detail-jobs/qa-automation-engineer-dtn-e-commerce-software-company-limited-2096176?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Phân tích yêu cầu nghiệp vụ và kỹ thuật để thiết kế chiến lược kiểm thử hiệu quả. 
Xây dựng và duy trì bộ kiểm thử tự động sử dụng Playwright (TypeScript). 
Phát triển các kịch bản kiểm thử theo BDD (Given/When/Then) 
Quản lý và theo dõi test case trên nền tảng web tập trung. 
Tích hợp kiểm thử tự động vào quy trình CI/CD 
Hỗ trợ kiểm thử thủ công khi cần thiết 
2
Your skills & qualifications
Bắt buộc: 

Có kinh nghiệm kiểm thử web (functional, regression, integration)     
Hiểu cơ bản về HTML, cấu trúc DOM và biết sử dụng trình duyệt DevTools để inspect và debug. 
Có khả năng viết code JavaScript hoặc TypeScript cơ bản. 
Tư duy logic và chú ý đến chi tiết. 
Có khả năng đọc hiểu và viết tiếng Anh phục vụ công việc. 
 

Ưu tiên (Nice to have): 

Quen thuộc với ít nhất MỘT công cụ automation (Playwright, Cypress, Selenium). 
Có kinh nghiệm với BDD frameworks. 
Có kinh nghiệm kiểm thử các nền tảng thương mại điện tử. 
Có khả năng giao tiếp tiếng Anh. 
Frontend Developer muốn chuyển hướng sang QA Automation có thể ứng tuyển. ",Testing & Quality,2.0,English,"Automation Test, TypeScript, CI/CD, Manual Test, Frontend Basics, JavaScript"
QC/QA Engineer/Tester,South Telecom,"Quận 3, Hồ Chí Minh",10.000.000 VND to 18.000.000 VND,https://topdev.vn/detail-jobs/qc-qa-engineer-tester-south-telecom-2095856?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Thực hiện Manual testing trên giao diện Web/App Portal; kiểm tra tính đúng đắn của luồng người dùng (User Flow), quản lý API Key, và cấu hình các dịch vụ AI.
Phối hợp với đội ngũ Product và AI Engineer để kiểm thử độ chính xác của Model, kiểm tra các trường hợp Edge Cases, và phát hiện các lỗi về logic xử lý ngôn ngữ/dữ liệu.
Sử dụng công cụ (VD: Postman) để kiểm thử các endpoint API của dịch vụ AI. Phân tích kết quả trả về để xác định lỗi.
Viết Test Cases, Test Plan và báo cáo lỗi (Bugs). Theo dõi tiến độ fix bug và thực hiện Regression test.
Phối hợp cùng PM/PO để đánh giá mức độ sẵn sàng của tính năng trước khi triển khai cho khách hàng.
Có thể có hỗ trợ cho dự án khác liên quan đến CRM, AI, Omnichannel, Contact Center hoặc tích hợp hệ thống của Công ty.
2
Your skills & qualifications
Kinh nghiệm: Từ 1 năm kinh nghiệm ở vị trí QC/QA. Có kinh nghiệm test Web Portal hoặc các hệ thống SaaS là một lợi thế lớn.
Có hiểu biết cơ bản hoặc sự yêu thích với AI/LLM.
Kỹ năng:
Nắm vững quy trình kiểm thử phần mềm (Test case, Bug life cycle) và kỹ thuật thiết kế Test Case (Boundary Value, Equivalence Partitioning...).
Hiểu biết về RESTful API và truy vấn SQL cơ bản để kiểm tra dữ liệu.
Ứng viên biết sử dụng các công cụ Automation Test cơ bản là điểm cộng.
Kỹ năng mềm: Tư duy phản biện tốt, tỉ mỉ, có khả năng làm việc độc lập và chịu được áp lực tiến độ.",Testing & Quality,1.0,None,"Manual Test, API, API Testing, SQL, Automation Test"
Quality Assurance Specialist,DTN E-COMMERCE SOFTWARE COMPANY LIMITED,"Quận Nam Từ Liêm, Hà Nội",Up to 28.000.000 VND,https://topdev.vn/detail-jobs/quality-assurance-specialist-dtn-e-commerce-software-company-limited-2096131?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Engage with clients to understand and clarify e-commerce project requirements.
Collaborate with the programming team to assign tasks, monitor progress, and troubleshoot issues as they arise.
Conduct comprehensive testing to ensure the quality, functionality, and performance of websites.
Provide continuous support to clients, ensuring their requirements are met and expectations exceeded.
2
Your skills & qualifications
Strong proficiency in English, both written and verbal, for effective client communication.
Preferred experience in web and software testing, with a good understanding of QA methodologies and tools.
Proficient in Microsoft Office Suite for project documentation and reporting.
Detail-oriented, proactive, and resilient with a high sense of responsibility.
Excellent teamwork abilities coupled with a professional and positive work ethic.
Skilled in clear communication and confident, structured presentation of findings.",Testing & Quality,2.0,English,Manual Test
Security Engineer,CMC OPENAI,Hà Nội,Up to 50.000.000 VND,https://topdev.vn/detail-jobs/security-engineer-cong-ty-co-phan-cmc-openai-2096143?src=topdev_home&medium=superhotjobs,"RESPONSIBILITIES
Xây dựng và vận hành quy trình bảo mật cho sản phẩm AI/Data: secure SDLC, hardening infra, bảo vệ dữ liệu nhạy cảm và training data.
Thực hiện quản trị phần cứng hệ thống gồm các máy chủ CPU/GPU và các hệ thống mềm gồm k8s, database, hệ thống mạng vật lý, ảo hóa, Firewall, ..
Thực hiện threat modelling cho hệ thống (inference pipeline, data pipelines, APIs, model storage), đưa ra mitigation.
Thiết kế và triển khai giải pháp bảo mật cho hệ thống ứng dụng, cơ sở dữ liệu, mạng nội bộ, mạng internet và infra máy chủ của công ty.
Triển khai công cụ phát hiện lỗ hổng và quản lý patching (SAST/DAST, container scanning, dependency scanning).
Giám sát security events, điều tra incident, viết runbook và xử lý sự cố an ninh (IR).
Hỗ trợ secure deployment: secrets management, encryption at rest/in transit, KMS, certificate lifecycle.
Hợp tác với devs để giúp họ tích hợp best practices bảo mật, code review cho security flaws và threat mitigation.
Thực hiện kiểm tra xâm nhập (pen-test), audit bảo mật, và đảm bảo compliance (ISO27001, GDPR, local data protection).
Lập báo cáo rủi ro, đánh giá, và đào tạo nâng cao awareness cho đội.
REQUIREMENTS
Tốt nghiệp Đại học chuyên ngành CNTT, An toàn thông tin hoặc tương đương.
Sở hữu tối thiểu 3 năm kinh nghiệm trong lĩnh vực an ninh mạng / cloud security.
Có hiểu biết về cloud security (AWS/GCP/Azure): IAM, VPC, KMS, security groups, logging hoặc các công cụ bảo mật cho onprem infra.
Kinh nghiệm với công cụ SAST/DAST (SonarQube, Snyk), container/image scanning (Trivy/Clair), vulnerability management.
Kinh nghiệm vận hành SIEM, EDR, IDS/IPS và xử lý log (ELK, Splunk là lợi thế).
Kỹ năng pentest / red team hoặc familiarity với OWASP Top10 và secure coding.
Kiến thức về encryption, PKI, TLS, key management, và data privacy regulations (GDPR).
Kỹ năng phân tích forensic, incident response và viết báo cáo kỹ thuật.
Kỹ năng giao tiếp để hướng dẫn developer teams về secure-by-design.
Ưu tiên: chứng chỉ CISSP, CISM, OSCP, hoặc cloud security certs; có kinh nghiệm bảo mật cho hệ thống ML (model poisoning, data leakage) là lợi thế.",Infrastructure,3.0,None,"AWS, Azure, GCP, Kubernetes, Firewall / VPN, Monitoring, Security, API, MySQL / PostgreSQL, Networking"
Senior AI Expert,MBBank,"Quận Cầu Giấy, Hà Nội",Negotiable,https://topdev.vn/detail-jobs/senior-ai-expert-khoi-cong-nghe-thong-tin-2026td450201-mbbank-2098786?src=topdev_home&medium=superhotjobs,"Trách nhiệm công việc
Tham gia cố vấn và xây dựng chiến lược, định hướng phát triển AI cho Ban lãnh đạo
Giám sát, điều phối và phát triển các dự án, sản phẩm hoặc dịch vụ AI trong ngân hàng.
Trực tiếp tham gia phát triển các dự án AI trọng điểm
Tham gia xây dựng và triển khai chiến lược, định hướng cho các dự án AI
Lập kế hoạch chi tiết và quản lý các dự án phát triển và ứng dụng AI.
Giám sát và hỗ trợ đội ngũ phát triển trong việc phát triển và triển khai các giải pháp AI, đảm bảo chất lượng và hiệu suất cao nhất.
Làm việc với các đơn vị tại Trung tâm AI (LLM, NLP, Computer Vision, Chatbot, R&D) và các đơn vị liên quan (khối Dữ liệu, các Trung tâm phát triển phần mềm, Kiểm thử, BA và khách hàng) để đảm bảo sự phối hợp nhịp nhàng và tối ưu hóa nguồn lực.
Cập nhật và nghiên cứu các công nghệ AI mới nhất, áp dụng vào các dự án thực tế.
Đảm bảo chất lượng và hiệu suất cho các dự án AI, thực hiện kiểm tra và đánh giá định kỳ.
Tham gia tuyển dụng nhân tài, huấn luyện và phát triển đội ngũ
mb-logo
Kỹ năng & Chuyên môn
Tốt nghiệp Đại học trở lên
Tối thiểu 5 năm kinh nghiệm trong lĩnh vực AI/ML.
Có kinh nghiệm lãnh đạo, quản lý liên quan đến AI là lợi thế
Hiểu biết sâu về các công nghệ AI/ML/Computer Vision/NLP/LLM...
Có chuyên môn sâu về quản trị dữ liệu
Kỹ năng ra quyết định, giải quyết vấn đề và quản lý xung đột
Khả năng truyền cảm hứng cho đội ngũ
Hiểu biết về các quy định pháp lý, đạo đức liên quan đến AI
Kiến thức về quản trị rủi ro và các tiêu chuẩn ngành",Data & AI,5.0,None,"Machine Learning, Computer Vision, NLP, GenAI / LLM"
Business Analyst,SEATOS,Hồ Chí Minh,Negotiable,https://topdev.vn/detail-jobs/senior-business-analyst-cong-ty-tnhh-phan-mem-seatos-2096224?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
Thu thập, phân tích và làm rõ yêu cầu nghiệp vụ từ stakeholders.
Xây dựng và duy trì Ubiquitous Language cho sản phẩm.
Phân tích và xác định domain, bounded context theo Domain-Driven Design (DDD).
Làm việc với các nghiệp vụ trong hệ thống logistics cảng biển (Terminal Operating System - TOS):
Vessel planning
Yard management
Gate operations
Container tracking
Chuyển đổi yêu cầu nghiệp vụ thành:
User stories
Functional specifications
System flows / data flows
Làm việc chặt chẽ với team Dev để đảm bảo domain được implement đúng.
Phối hợp thiết kế API và integration flows giữa các services và hệ thống bên ngoài (hãng tàu, hải quan, hệ thống nội bộ).
Tham gia review solution để đảm bảo:
Đúng business logic
Phù hợp kiến trúc hệ thống
Hỗ trợ QA trong việc xây dựng test scenarios và UAT.
Đồng hành cùng team xuyên suốt vòng đời phát triển (Dev, QA, DevOps).
2
Your skills & qualifications
5+ năm kinh nghiệm Business Analyst trong môi trường phần mềm.
Hiểu rõ SDLC và Agile (Scrum/Kanban).
 

Required

Hiểu và áp dụng Domain-Driven Design (DDD):
Ubiquitous Language
Bounded Context
Domain modeling (concept level)
Khả năng phân tích nghiệp vụ và tách domain rõ ràng.
Kỹ năng giao tiếp và làm việc với stakeholders tốt.
 

Domain knowledge

Có kinh nghiệm hoặc hiểu biết về:
Logistics / Supply Chain / Port operations
Terminal Operating System (TOS) là lợi thế lớn
 

Technical awareness

Hiểu kiến trúc microservices / domain-based systems
Hiểu RESTful API để làm việc với integration
Kiến thức cơ bản về database (PostgreSQL / MongoDB)",Management & Analysis,5.0,None,"Business Analysis, Scrum / Agile, Microservices, API, MySQL / PostgreSQL, NoSQL"
